Id,Price
4567,157107.81765624872
5925,124829.62933107541
960,138447.38344391232
3848,138511.22415196648
746,190320.19970938328
868,365440.84670935804
672,108594.20143932538
2471,195718.6700686576
4510,120216.890147776
8354,239678.02019051497
6393,178323.8505749341
13270,229779.41841976176
5250,273837.30505024246
16751,172882.74299520638
11404,126320.30944183236
10588,314825.0789758316
14925,191728.21403223573
6791,214808.50097839403
16097,196787.40444582378
16428,354149.79527187685
6945,344641.8678470815
3190,193418.86071930642
15709,453507.8945403756
13155,177236.27925531048
7675,199650.23442599695
14686,237095.25078504375
609,171630.51879243358
11155,139374.69586192342
10869,199843.69175766048
15742,186489.5617040726
9245,192897.27130192652
3340,182749.44945218338
2359,274476.1790598195
8070,214149.3221117039
13707,124123.0517246108
16079,273738.0387257386
15937,277369.5489119747
14090,174050.52840346427
9008,223376.35473567364
16384,188772.63326751266
11657,259853.06736659436
13151,161926.29682334448
8990,183866.45167427222
11857,186177.75921907293
1565,166145.49694344963
8174,111231.90063768631
9247,244473.4085832961
10478,218500.4032625648
15509,148052.02799292956
8306,205908.90104924864
6642,188082.42330624085
7472,207629.97137723435
15989,131460.44819070495
13682,134934.40051989612
163,270779.0656454971
7076,177754.8263344016
7478,353157.42196705163
3029,193131.9310783898
1814,148011.54556644722
10057,145539.49832404143
15100,196415.8254029611
12694,228173.04482247916
6291,178983.05229891342
12603,195002.66180742017
3218,249936.06007318106
13456,132106.2488570424
10170,233360.44141347715
4530,151525.6904700833
13329,160117.6995552036
4820,144627.1637502819
10896,171648.68135003917
13416,120963.03539795156
2701,224611.5415177039
11265,330760.17028548854
9189,283743.78137888183
1858,187323.18813278983
14536,239216.87728373797
6199,270071.14948206535
14730,154385.31393849215
7510,262470.7854293037
15505,166938.6489342165
7446,194277.49866485645
14016,193622.10331468435
14113,117256.57170020197
8721,294015.65932798333
6193,303456.59055393795
5717,178049.81838163696
5427,313980.43188989756
9520,499141.7535711322
6869,100061.75904028724
1658,155664.27587082222
6639,210436.11830097568
6283,188292.72055624909
6257,124177.36413196832
15235,186909.0791275239
902,221290.62357682537
8932,202347.54070657733
16469,331363.7076253996
2825,283453.0231470794
6450,423258.64828841365
11366,178638.0502518752
3801,342334.8056272578
11385,217143.71014251027
1079,201406.9114685325
3202,255378.13304342332
676,216604.21163507027
6185,261411.53049110464
7730,168079.96113848966
2573,182094.03749513198
10978,209030.5409596369
10962,259698.14594282384
8870,199498.0360459466
8496,182742.7346979171
5517,183900.06227491127
927,183489.9854643719
13675,189656.56930434846
1499,225789.68421713912
15536,311615.62196505966
8602,359093.12547153095
12137,408928.8841801669
9865,256930.82947006263
16353,285817.8684281971
15908,221989.5301606571
3944,183470.964779018
10359,202642.71144072645
15158,214516.91650843367
3259,257267.12058619375
7220,320491.4860635278
13843,211461.57640476248
16736,186807.06770482066
702,242697.82632735767
16401,117257.90922736871
12134,187433.88137868766
6918,208275.02455310084
11792,133141.92476175338
3798,144320.25413106015
10395,126632.48199582605
11099,131059.22594307631
7090,202892.0319079818
11260,186888.51727035965
9647,220532.59462798704
2903,376359.2438242682
2071,184123.74490386064
8604,206402.31261296236
9346,206389.02997776493
3945,211888.29437150696
3420,134927.65565379852
10842,128280.71942542824
725,163998.1692899482
13931,203419.24958193404
16330,233074.70812436036
9066,402377.7060436941
3326,308312.645565072
1556,274510.8437605792
6579,103515.78901397518
13877,150984.08307096432
9857,316843.348199798
7302,255712.17287700716
5684,182660.80682192362
6513,231231.46179538115
11342,114825.20507626426
16561,234726.38824735367
6885,177802.92774796032
9308,186304.57644597584
2559,177988.4605552444
6648,184104.47379761934
15260,173797.38318073645
5113,184522.55833813897
16492,193862.7470640313
12034,280039.0145296722
7248,197849.55585178052
2171,200370.05200467232
10594,154762.46976501498
13241,194512.92696519915
7032,151460.49916197424
4884,159732.04330835916
903,245616.38425791566
162,160104.70184904887
6566,234062.06068724603
8249,124148.08180681881
13106,206969.16519253803
256,125451.0121798438
7976,163924.19054350787
8575,174483.78249921373
7591,286836.552396847
3204,264931.65582702926
15804,192331.91280605656
1525,291745.0424213149
9038,200057.3077171758
13628,193046.43371994357
10016,208734.01149926204
10208,238301.21703406758
2008,197952.78013466898
13029,201012.24780260614
5099,129888.19706571726
9923,295368.19883015973
9461,141227.69594325963
11086,173862.63615543226
15057,232989.99612691675
10689,175078.72065889963
2053,237832.3073144337
16630,171228.57858008466
4985,164097.6406934525
13881,223570.50747529964
13225,194818.5799980134
5779,66559.2935392595
10262,185687.56305345736
10762,222690.18754615134
9513,190753.44159309953
11128,153475.24315873618
2074,319268.70538576203
933,193204.50378990828
2780,189545.4234029205
6594,126529.24154435113
15394,300014.5593164624
14863,147083.69698718778
6698,212325.94738220796
1611,284989.99747601594
174,185919.56096634644
5160,204541.95130843387
3295,327048.3429634768
4559,370842.2106539294
8254,178266.02176490147
10228,105542.71885932148
13924,137127.84624779585
15341,251159.93222047598
4353,184020.0812921879
4334,67443.17753246917
1872,161353.178842506
7823,179953.12763373132
310,155336.85727054917
3704,255767.08431562
11615,251065.62875613407
6605,202723.40015737223
3381,195371.4186133752
2143,143564.79818995652
3191,248531.6696125205
13980,147148.40799051273
15613,168983.81981993924
10943,277185.02461936756
9654,138618.15906322765
16053,388645.49479965155
14931,216334.1960833687
8299,223773.4343179836
2147,171942.81479063613
11567,398073.33108497085
5905,137979.91638493986
11160,112854.64338073168
8275,146769.40710350682
16398,270241.28088271024
11229,195234.30801783738
10309,168050.91200817827
7340,270710.20795430144
7653,169289.29456670527
272,201485.8833972463
9831,217155.21420713238
5016,154975.31547896616
5968,74405.30245773794
796,239844.97731100014
12123,130330.06179809796
16629,192574.08050602104
2637,174671.2086209068
6194,223239.6494292014
6216,389100.64018832677
14346,164979.0092821331
6428,137102.6494727934
2891,238145.57031488698
84,185480.05903921358
9260,201917.3432684639
15250,149730.72280479188
2348,194294.80474050905
10427,276908.6626094906
13230,258220.44852669994
1691,190258.50424096093
8803,130701.21731528216
5464,242325.97363157096
10559,116129.20155093334
16787,306048.7662933569
4278,162069.4694696454
6183,163590.18519175623
12775,167773.20006229306
10104,170814.4948288125
13663,193105.68787205862
9404,260428.25579500687
14724,211279.7564447401
10040,175738.4630910523
4646,192387.6966063879
4754,156356.09029822805
3310,219289.15027876783
2003,194344.80973301985
7312,277957.8956652991
10921,232172.47057232325
13419,269915.460486142
10105,159207.9545698735
2196,374432.7092343647
12659,226416.43151572548
4380,222218.5707528008
10847,150489.35847571504
10805,275813.17110338213
8709,105105.31302527174
8319,174349.65420515314
2215,181235.21168557598
7000,205415.38768566414
7701,112018.53241317744
9678,194086.5817862016
14026,209511.9742582658
7971,169508.55916227883
13734,144760.05593993337
16483,192515.02654274477
6150,211358.98407774806
2931,284962.21201086394
5418,184691.26824369765
1662,544821.4958442897
2441,215390.6947396584
669,144877.0323215629
7734,180676.39633605894
6010,260219.2182439829
266,139121.85399689825
632,138285.08814893645
16221,104196.85069814838
11832,175544.49841637682
5035,107914.25161730593
37,117883.29842090551
6168,180784.04044135433
11757,181965.05083769668
8086,123594.62805824529
6529,223158.76663515385
15121,184922.03233439027
13904,146837.42663048848
3711,198982.04119092616
16563,132273.7857743868
14494,165749.14045502257
3006,215475.4721849885
15299,114720.57771174563
92,275164.0414815145
8066,193425.41048836813
16071,211418.89373077563
10662,141343.1195278495
3883,244148.51433413484
5511,121579.6515760129
2821,249687.67461988685
9570,187047.7362024986
4326,254629.0922311024
9251,231884.66705891225
9031,210521.55151435616
12689,164419.22127989694
16380,261633.86498297448
1053,246788.35084194478
4568,197317.82834151722
16140,115489.86993947945
14356,385961.39870674163
8466,179910.19088420214
15652,142048.8099182417
3285,122012.04187376547
3198,166887.05643599495
14088,449186.80228715314
2268,129066.47577719149
15472,204272.93281539073
1203,205291.68017647753
7157,304241.5889862077
6886,189254.40991788718
5083,242327.29108160004
7467,116837.71122385917
14068,204772.67520404072
2080,174370.6136382422
10865,157833.640506778
13516,181017.9749100417
14150,210342.03657370605
7609,106451.51428116277
2144,314248.79003421613
10357,202381.38408464575
2396,225154.41430688612
1526,358627.6788129302
10890,251410.05015519762
8638,386488.71621178987
6050,265156.4109833875
7639,104944.65193051001
10544,187956.1016157433
9577,259853.3271036078
13195,213555.1972122445
3484,215711.13629078012
16668,382853.972419459
7171,177811.2332026602
8547,230291.0892438964
12735,216762.68589917396
9093,188182.3630187315
15323,277848.40249370714
14897,140398.55751526187
5135,129079.52645238557
5327,198998.33657460447
13133,252873.07712375477
1676,282091.10740757803
16296,283914.6992230441
1095,144030.15394103437
12528,161469.6687061226
7348,276938.5768547044
11663,171610.1263900405
1803,210061.32916784112
1510,230243.72648087592
16045,202433.11214103777
2900,146680.67726369825
3236,180090.0654706888
1318,262517.86942577915
14948,223100.95405727203
7840,280177.28410040715
15325,186222.63267520213
8700,162070.46664838842
15706,189929.33767397352
14449,177825.95978577514
16117,174629.31889566686
4529,190263.93587345112
11199,196303.60763700856
4052,383042.3505141376
821,207462.04101789047
68,238709.72755658152
554,117088.97670543689
452,196702.9071637204
11394,317509.4061128061
11393,181364.42694001587
9535,173176.8353644808
4024,186675.70336485532
10069,208474.6007186895
12007,159883.4765381756
12368,355207.97817695956
1259,340828.3342291047
1124,319042.31687581545
3707,184995.09023112283
8767,168984.27762489783
1919,164958.1675495192
16741,158596.8641195887
6664,286144.4535089739
5688,374877.8566321705
7799,155316.1571968015
14843,331981.080206977
7532,143362.5786177155
8133,171053.67853396217
6264,321494.30569659814
4125,164879.01899087417
2410,170792.7511655893
13607,209463.04483724004
1716,283022.92530887993
1370,132549.92498524682
2273,394072.19945807994
15298,330146.73971342074
4284,254777.50023486145
12303,146894.30058064294
7808,139231.29196794308
2203,147656.9304160904
7237,121878.8999700903
15864,170637.1465398578
2844,149530.30415053855
5729,169638.8376351453
11812,335310.90824501717
1779,146159.7548375203
6442,135701.30309308253
6160,213686.27649916158
8266,196226.36660612244
9903,156026.00271190182
2867,135937.21038249682
6998,180861.83302370657
13932,173123.26855660946
12587,167150.06018179716
3611,259633.45673804704
2646,276669.8107308862
1890,164562.17986917667
860,256490.97918177745
14187,198222.4544479172
12569,265722.2304704226
1276,92436.44711044515
12025,228856.49866924816
4890,307964.37912125816
14410,272142.2125010292
10352,237591.05968661286
11407,213737.69467153942
10384,173318.89835771397
7622,261656.48346991107
12578,160996.26243313588
15820,177442.87947056137
563,196404.76788403204
15226,174755.84426182788
6396,213448.49562642467
6247,144651.64650865807
3339,152653.18432980662
10975,267553.5260267685
7475,100832.67703070474
11129,209039.48143589855
3051,255616.36689819407
10232,248699.21096305278
14106,180020.0649902553
5502,226599.59371240166
4558,73721.27419938435
4181,146382.1424263622
8426,128452.68133718148
6611,167221.16021520537
14641,141086.10550207295
15539,265794.11591982597
13119,139308.16432940672
11716,176801.29164181632
7316,258235.5851712639
7791,112974.41167849369
13034,312546.2034267671
1068,267703.14129318943
4060,151190.34993791825
10172,210264.35027222513
2591,192651.160775555
12494,323735.27245349734
7828,301190.846480317
15284,179835.6035662775
7947,172573.14433118847
16335,223335.9094469966
10234,323876.7690967274
2797,261673.62112370183
5341,238516.7523321637
3059,265762.3135143616
1559,67449.8269201965
15320,268824.9563801433
10284,372178.6274370592
4134,218549.3524388891
4481,222042.26874374296
7222,181091.14173722456
4062,200617.5457941025
2192,201795.0296915231
9637,177929.77329085572
16236,169927.41042778137
4272,163783.7149355973
9406,276657.8966194464
14309,226159.41981359414
1946,278703.4606747959
16235,246833.2167102708
7146,170153.88190963492
16784,223900.45640298855
349,325626.7397366903
6251,169186.7305506697
5128,388851.50774503825
11718,189279.4949617495
16721,88813.36049497739
12517,198027.12727908214
15961,187439.81775983557
9428,153651.28624895535
14541,149138.02530767553
10168,110130.23672302581
11270,165970.59645027417
13210,216530.34674888424
11518,164038.74508164183
12612,181396.00161048755
16352,121289.36588318825
9935,148494.29192610114
15521,347808.2480637998
11482,196418.81109149795
11443,168363.76573769073
9459,250224.85704329194
9218,187476.33688385758
854,141897.62569184898
5619,146116.85613694377
9208,191545.82412803223
4391,148244.05116535828
15207,150951.3261720937
7183,183256.0053199538
16442,218586.52168696056
7936,84116.4324397337
10606,320011.8968626468
4979,153861.58630764222
4854,251646.34899388117
16476,124938.0887626075
10516,170691.86253400292
16261,290533.32282490825
90,323067.33650514303
5433,178873.25182458057
14338,139888.0740544602
13487,213687.98468406097
8211,493793.2996732508
170,163224.38645308415
14051,99276.05687553894
10686,205292.3407466111
7595,313467.68048287975
6777,311935.988753238
14661,176312.3710971339
13991,305392.50085622346
16795,180592.53918323002
2740,140441.8151111655
7368,324485.0576695235
2413,237327.89330142966
1852,481348.25553384627
15200,347739.66117424855
8467,328982.85336275765
16379,281813.2624813091
3375,183294.88701017562
5945,446333.5434735527
2641,183537.97931073164
2837,285112.420186165
3498,213258.16500678542
10876,154669.74392158454
1285,224308.74570306527
9285,239938.22936054863
4015,317507.62445549155
2526,183743.59040167407
7814,202587.0709555246
7117,309600.3567272255
12359,119945.70591284035
3303,299846.4063356604
13874,174464.89535024285
5484,192415.27917593846
15067,159981.38779547423
12639,221624.62534856185
3388,217977.2065534503
4256,200606.32347028799
15738,187305.4006448483
14049,174351.17497181866
15780,184586.53178265467
9564,175042.53825012856
11910,214092.34861374568
11315,233797.05333183802
1733,163964.2757611011
3910,339599.71461877594
7552,486659.67316928913
254,203615.61180069964
5222,230485.44318903584
8314,230817.9414580583
16743,222114.74495732144
10335,119014.5120058899
8226,259813.35233252865
12254,229998.6397663315
13152,195049.67716897148
15020,204216.752620898
16349,219940.22196592003
11924,163274.0967912844
12543,189670.68305099104
14114,218831.0692237994
12318,265716.581993487
15383,188600.78835008427
6679,199034.3364253918
635,186180.93374059096
15993,285597.19189765234
11375,182040.87669112723
11216,177677.62111311677
15401,221218.6173699907
11301,154730.34990606102
13804,272596.35886583437
10839,213282.57443509495
1588,319985.2511693832
3596,180306.25882516906
5816,178621.75046548364
8099,146192.3307310749
6551,210968.3194675735
14075,392133.13062053116
13431,212568.58689934682
9481,320109.0086747261
5295,146093.80896872262
15859,346298.3041074156
10634,326828.7498208022
444,219328.5845358217
11686,267118.0440963028
1213,213984.7975142749
13970,161350.53613767892
6849,454170.10790541605
9911,249376.33143229925
5649,165547.4656007494
7184,219218.7593889806
5877,269200.1126510075
1655,390847.92202955927
15301,204135.29446720346
12389,230875.66788361513
5241,266352.34200360277
7048,163097.29742778672
10574,138935.83896127026
8593,147688.4318664371
4752,171836.17076744116
14663,177796.33350004684
10994,204299.51852238667
87,76464.83074810872
5132,123117.60804496818
6372,344935.2105199011
7411,295391.33995564654
3319,254553.96451085436
9355,128181.11680298444
5139,273863.9278336728
56,295929.8581151351
3249,205918.71145127536
5047,78600.77416106242
13238,346148.39909207495
2190,283549.14987717225
15599,180423.43019900683
6542,170654.56245651696
1968,181556.5508822438
5630,175471.72051779632
9157,218638.45200017918
789,171920.29494867355
1413,264245.34947127325
12514,250920.44183659114
13459,144164.35972356252
1345,249221.1503488318
4034,211164.32908533007
15169,152581.78022230824
6770,254101.2130350212
3334,190830.47240934562
12998,174028.72806575694
15870,240630.0221036332
1871,169481.75663670246
5770,180602.30787522416
13196,108453.78755001457
7633,195900.84068272793
10699,218104.15865315057
15470,200945.32174016617
1903,496396.1011440932
